distance_m,confidence,sido,sigungu,cw_uid,sg_uid,fk_cw_ok,fk_sg_ok,sg_sido,sg_sigungu,sg_region_mismatch
46.96763019146135,0.5303236980853865,대전광역시,중구,CW_010920,SG_008244,True,True,대전광역시,서구,True
62.43834696430863,0.3756165303569136,대전광역시,중구,CW_010920,SG_008243,True,True,대전광역시,서구,True
64.08180398615004,0.3591819601384997,대전광역시,중구,CW_010920,SG_008242,True,True,대전광역시,서구,True
85.86675506336877,0.1413324493663122,대전광역시,중구,CW_010920,SG_008146,True,True,대전광역시,서구,True
97.41068734928072,0.0258931265071927,대전광역시,중구,CW_010920,SG_008147,True,True,대전광역시,서구,True
98.99499429445908,0.0100500570554092,대전광역시,중구,CW_010922,SG_008241,True,True,대전광역시,서구,True
22.24264603432215,0.7775735396567784,대전광역시,중구,CW_010923,SG_008947,True,True,대전광역시,서구,True
40.21616203469711,0.5978383796530289,대전광역시,중구,CW_010923,SG_008946,True,True,대전광역시,서구,True
10.543058146421322,0.8945694185357868,대전광역시,중구,CW_010924,SG_008947,True,True,대전광역시,서구,True
11.106087968411629,0.8889391203158837,대전광역시,중구,CW_010924,SG_008946,True,True,대전광역시,서구,True
10.600799709020013,0.8939920029097999,대전광역시,중구,CW_010925,SG_008742,True,True,대전광역시,서구,True
15.468804206960378,0.8453119579303963,대전광역시,중구,CW_010925,SG_008755,True,True,대전광역시,서구,True
17.749585550834237,0.8225041444916577,대전광역시,중구,CW_010925,SG_008761,True,True,대전광역시,서구,True
30.419784864644125,0.6958021513535588,대전광역시,중구,CW_010925,SG_008760,True,True,대전광역시,서구,True
38.5775505585089,0.6142244944149111,대전광역시,중구,CW_010925,SG_008754,True,True,대전광역시,서구,True
95.5518751056116,0.0444812489438841,대전광역시,중구,CW_010925,SG_008762,True,True,대전광역시,서구,True
11.07657956266401,0.8892342043733599,대전광역시,중구,CW_010926,SG_008754,True,True,대전광역시,서구,True
19.42050986884739,0.8057949013115261,대전광역시,중구,CW_010926,SG_008760,True,True,대전광역시,서구,True
30.056932444171032,0.6994306755582897,대전광역시,중구,CW_010926,SG_008761,True,True,대전광역시,서구,True
31.398891120902437,0.6860110887909756,대전광역시,중구,CW_010926,SG_008755,True,True,대전광역시,서구,True
31.69075123601357,0.6830924876398643,대전광역시,중구,CW_010926,SG_008742,True,True,대전광역시,서구,True
81.77703958463134,0.1822296041536866,대전광역시,중구,CW_010930,SG_008947,True,True,대전광역시,서구,True
7.967559582274187,0.920324404177258,대전광역시,중구,CW_010931,SG_008760,True,True,대전광역시,서구,True
9.604496831436276,0.9039550316856372,대전광역시,중구,CW_010931,SG_008761,True,True,대전광역시,서구,True
15.154551107633562,0.8484544889236644,대전광역시,중구,CW_010931,SG_008742,True,True,대전광역시,서구,True
32.39042621603024,0.6760957378396976,대전광역시,중구,CW_010931,SG_008755,True,True,대전광역시,서구,True
32.62750739730441,0.6737249260269559,대전광역시,중구,CW_010931,SG_008754,True,True,대전광역시,서구,True
81.38205180010846,0.1861794819989154,대전광역시,중구,CW_010931,SG_008762,True,True,대전광역시,서구,True
88.87696033185155,0.1112303966814844,대전광역시,중구,CW_010931,SG_008759,True,True,대전광역시,서구,True
14.264865766759028,0.8573513423324097,대전광역시,중구,CW_010932,SG_008248,True,True,대전광역시,서구,True
15.458043794952811,0.8454195620504719,대전광역시,중구,CW_010932,SG_008247,True,True,대전광역시,서구,True
16.146106251123395,0.8385389374887661,대전광역시,중구,CW_010932,SG_008249,True,True,대전광역시,서구,True
22.693700398352878,0.7730629960164712,대전광역시,중구,CW_010932,SG_008246,True,True,대전광역시,서구,True
